Artist,Title
Slade,Mama Weer All Crazee Now
Bash & Pop,On The Rocks
The Godfathers,If I Only Had Time
Joan Jett And The Blackhearts,You're Too Possessive
Iron Butterfly,In-a-gadda-da-vida
Nas,Hip Hop Is Dead
The Jam,In The City
Nick Lowe,Heart Of The City
Bronski Beat,Smalltown Boy
Rick Danko,Small Town Talk
Lou Reed & John Cale,Smalltown
John Coltrane,Psalm
John Coltrane,Acknowledgement
Dum Dum Girls,Always Looking
David Rice,"Stupid, Too"
The Verve,The Rolling People
Queens Of The Stone Age,Make It Wit Chu
Dawg Yawp,Lost At Sea
Rachid Taha,Rock El Casbah
The Jolly Boys,Rehab
Lauryn Hill,"Every Ghetto, Every City"
XTC,Runaways
Paleface,Trouble In The Country
Orpheus,Can't Find The Time To Tell You
Opal,Northern Line
Monster Magnet,Space Lord
West Indian Girl,Trip
King Gizzard & The Lizard Wizard,Robot Stop
King Gizzard & The Lizard Wizard,Rattlesnake
Parquet Courts,"One Man, No City"
Parquet Courts,Always Back In Town
Speedy Ortiz,Raising The Skate
Sad13,Devil In U
Honus Honus,Santa Monica
Honus Honus,Midnight Caller
Stereolab,Three Women
Stereolab,The Noise Of Carpet
Arcade Fire,We Exist
Arcade Fire,Rebellion (Lies)
Tacocat,Crimson Wave
Tacocat,"You Can't Fire Me, I Quit"
