Artist,Title,Air Time
Good Old War,Calling Me Names,2016-12-01 23:56:00
Train,Calling All Angels,2016-12-01 23:51:00
Jane Siberry,Calling All Angels,2016-12-01 23:46:00
Lake Street Dive,Call Off Your Dogs,2016-12-01 23:41:00
Van Morrison,Call Me Up In Dreamland,2016-12-01 23:37:00
Lynyrd Skynyrd,Call Me the Breeze,2016-12-01 23:32:00
J. J. Cale,Call Me the Breeze,2016-12-01 23:29:00
St. Paul & The Broken Bones,Call Me,2016-12-01 23:27:00
Red Hot Chili Peppers,Californication,2016-12-01 23:20:00
Billy Bragg & Wilco,California Stars,2016-12-01 23:17:00
Cheap Trick,California Man,2016-12-01 23:13:00
The Beach Boys,California Girls,2016-12-01 23:10:00
Dickey Betts & Great Southern,California Blues,2016-12-01 23:04:00
Luna,California (All The Way),2016-12-01 23:00:00
Joni Mitchell,California,2016-12-01 22:56:00
John Mayall,California,2016-12-01 22:46:00
Delta Spirit,California,2016-12-01 22:42:00
Bon Iver,Calgary,2016-12-01 22:36:00
B. B. King,Caldonia,2016-12-01 22:33:00
Taj Mahal,Cakewalk Into Town,2016-12-01 22:30:00
Bruce Springsteen,Cadillac Ranch,2016-12-01 22:25:00
Train,Cab,2016-12-01 22:22:00
Plastic Bertrand,Ca Plane Pour Moi,2016-12-01 22:19:00
The Everly Brothers,Bye Bye Love,2016-12-01 22:17:00
The Cars,Bye Bye Love,2016-12-01 22:12:00
Glen Campbell,By The Time I Get To Phoenix,2016-12-01 22:10:00
J. J. Jackson,But It's Alright,2016-12-01 22:04:00
Blues Traveler,But Anyway,2016-12-01 22:00:00
Mike Doughty,Busting Up A Starbucks,2016-12-01 21:55:00
Rodrigo Y Gabriela,Buster Voodoo,2016-12-01 21:52:00
Ray Charles,Busted,2016-12-01 21:48:00
Flight Of The Conchords,Business Time,2016-12-01 21:44:00
The Hollies,Bus Stop,2016-12-01 21:41:00
Ryan Adams,Burning Photographs,2016-12-01 21:35:00
Elvis Presley,Burning Love,2016-12-01 21:33:00
Talking Heads,Burning Down The House,2016-12-01 21:29:00
Buffalo Springfield,Burned,2016-12-01 21:24:00
Radiohead,Burn The Witch,2016-12-01 21:20:00
Elton John,Burn Down The Mission,2016-12-01 21:14:00
Jethro Tull,Bungle In The Jungle,2016-12-01 21:11:00
U2,Bullet The Blue Sky,2016-12-01 21:04:00
Citizen Cope,Bullet And A Target,2016-12-01 21:00:00
Sarah McLachlan,Building A Mystery,2016-12-01 20:56:00
The Foundations,Build Me Up Buttercup,2016-12-01 20:53:00
Neneh Cherry,Buffalo Stance,2016-12-01 20:46:00
Bob Marley & The Wailers,Buffalo Soldier,2016-12-01 20:42:00
Morphine,Buena,2016-12-01 20:37:00
Neneh Cherry,Buddy X,2016-12-01 20:34:00
Weezer,Buddy Holly,2016-12-01 20:32:00
George Ezra,Budapest,2016-12-01 20:28:00
Jack Johnson,Bubble Toes,2016-12-01 20:25:00
John Prine,Bruised Orange,2016-12-01 20:18:00
The Rolling Stones,Brown Sugar,2016-12-01 20:14:00
Van Morrison,Brown Eyed Girl,2016-12-01 20:11:00
Stories,Brother Louie,2016-12-01 20:04:00
Big Head Todd & The Monsters,Broken Hearted Savior,2016-12-01 20:00:00
Dr. Dog,Broken Heart,2016-12-01 19:56:00
Marianne Faithfull,Broken English,2016-12-01 19:52:00
Buffalo Springfield,Broken Arrow,2016-12-01 19:43:00
Dr. Dog,Bring My Baby Back,2016-12-01 19:39:00
Koko Taylor,Bring Me Some Water,2016-12-01 19:33:00
Sam Cooke,Bring It On Home To Me,2016-12-01 19:31:00
Sonny Boy Williamson,Bring It On Home,2016-12-01 19:28:00
Cornershop,Brimful Of Asha,2016-12-01 19:22:00
Bruce Springsteen,Brilliant Disguise,2016-12-01 19:18:00
The New Pornographers,Brill Bruisers,2016-12-01 19:15:00
Van Morrison,Bright Side Of The Road,2016-12-01 19:11:00
Ariel Pink's Haunted Graffiti,Bright Lit Blue Skies,2016-12-01 19:09:00
Jimmy Reed,Bright Lights Big City,2016-12-01 19:05:00
Gary Clark Jr.,Bright Lights,2016-12-01 19:01:00
The Commodores,Brick House,2016-12-01 18:56:00
Ben Folds Five,Brick,2016-12-01 18:52:00
Sia,Breathe Me,2016-12-01 18:46:00
Phish,Breath and Burning,2016-12-01 18:42:00
Joe Jackson,Breaking Us In Two,2016-12-01 18:36:00
Red Hot Chili Peppers,Breaking The Girl,2016-12-01 18:31:00
David Bowie,Breaking Glass,2016-12-01 18:29:00
UB40,Breakfast In Bed,2016-12-01 18:26:00
Supertramp,Breakfast In America,2016-12-01 18:23:00
Tom Petty & The Heartbreakers,Breakdown,2016-12-01 18:19:00
Jack Johnson,Breakdown,2016-12-01 18:15:00
The Doors,Break On Through,2016-12-01 18:13:00
The Pretenders,Brass In Pocket,2016-12-01 18:10:00
Gram Parsons,Brass Buttons,2016-12-01 18:04:00
Black Uhuru,Brand New World,2016-12-01 18:00:00
Melanie,Brand New Key,2016-12-01 17:57:00
Sting,Brand New Day,2016-12-01 17:50:00
The Clash,Brand New Cadillac,2016-12-01 17:48:00
Sturgill Simpson,Brace For Impact,2016-12-01 17:44:00
Greg Holden,Boys in the Street,2016-12-01 17:37:00
The Cure,Boys Don't Cry,2016-12-01 17:34:00
The Beatles,Boys,2016-12-01 17:32:00
Best Coast,Boyfriend,2016-12-01 17:29:00
Iron And Wine,Boy With A Coin,2016-12-01 17:24:00
Grateful Dead,Box Of Rain,2016-12-01 17:18:00
Wilco,Box Full Of Letters,2016-12-01 17:15:00
Jethro Tull,Bouree,2016-12-01 17:09:00
Tedeschi Trucks Band,Bound For Glory,2016-12-01 17:04:00
Phish,Bouncing Around The Room,2016-12-01 17:00:00
Jackson Browne,Boulevard,2016-12-01 16:56:00
Delta Rae,Bottom of the River,2016-12-01 16:52:00
Beck,Bottle Of Blues,2016-12-01 16:47:00
Talking Heads,Born Under Punches (the Heat Goes On),2016-12-01 16:40:00
Albert King,Born Under A Bad Sign,2016-12-01 16:37:00
Steve Forbert,Born Too Late,2016-12-01 16:33:00
Bruce Springsteen,Born To Run,2016-12-01 16:25:00
Creedence Clearwater Revival,Born On The Bayou,2016-12-01 16:20:00
Bruce Springsteen,Born In The USA,2016-12-01 16:15:00
Paul Butterfield Blues Band,Born In Chicago,2016-12-01 16:12:00
Paul Simon,Born At The Right Time,2016-12-01 16:06:00
Madonna,Borderline,2016-12-01 16:00:00
The Souther-Hillman-Furay Band,Border Town,2016-12-01 15:56:00
Elton John,Border Song,2016-12-01 15:52:00
The Blasters,Border Radio,2016-12-01 15:49:00
Mosquitos,Boombox,2016-12-01 15:46:00
Mark Knopfler,"Boom, Like That",2016-12-01 15:42:00
Little Walter,"Boom, Boom Out Goes The Light",2016-12-01 15:39:00
Warren Zevon,Boom Boom Mancini,2016-12-01 15:34:00
John Lee Hooker,Boom Boom,2016-12-01 15:32:00
The Heptones,Book Of Rules,2016-12-01 15:26:00
Enya,Book Of Days,2016-12-01 15:23:00
Led Zeppelin,Boogie With Stu,2016-12-01 15:19:00
Stevie Wonder,Boogie On Reggae Woman,2016-12-01 15:13:00
Heatwave,Boogie Nights,2016-12-01 15:08:00
Eddie Kendricks,Boogie Down,2016-12-01 15:04:00
John Lee Hooker,Boogie Chillen,2016-12-01 15:01:00
Larry Williams,Bony Moronie,2016-12-01 14:57:00
Serge Gainsbourg & Brigitte Bardot,Bonnie & Clyde,2016-12-01 14:52:00
The Origin,Bonfires Burning,2016-12-01 14:48:00
Bob Weir,Bombs Away,2016-12-01 14:41:00
Jimi Hendrix,Bold As Love,2016-12-01 14:36:00
Queen,Bohemian Rhapsody,2016-12-01 14:31:00
The Dandy Warhols,Bohemian Like You,2016-12-01 14:25:00
Beastie Boys,Body Movin',2016-12-01 14:22:00
Steely Dan,Bodhisattva,2016-12-01 14:17:00
Bruce Springsteen,Bobby Jean,2016-12-01 14:13:00
Bo Diddley,Bo Diddley,2016-12-01 14:09:00
Eric Clapton,Blues Power,2016-12-01 14:06:00
G Love & Special Sauce,Blues Music,2016-12-01 14:01:00
Greg Brown,Blues Go Walking,2016-12-01 13:57:00
Steely Dan,Blues Beach,2016-12-01 13:52:00
Taj Mahal,Blues Ain't Nothing,2016-12-01 13:46:00
Paul McCartney & Wings,Bluebird,2016-12-01 13:42:00
Buffalo Springfield,Bluebird,2016-12-01 13:38:00
Fats Domino,Blueberry Hill,2016-12-01 13:34:00
John Hiatt,Blue Telescope,2016-12-01 13:30:00
Elvis Presley,Blue Suede Shoes,2016-12-01 13:28:00
Carl Perkins,Blue Suede Shoes,2016-12-01 13:25:00
The Allman Brothers,Blue Sky,2016-12-01 13:18:00
Willie Nelson,Blue Skies,2016-12-01 13:15:00
Lizz Wright,Blue Rose,2016-12-01 13:09:00
Van Morrison,Blue Money,2016-12-01 13:06:00
New Order,Blue Monday,2016-12-01 13:01:00
Fleetwood Mac,Blue Letter,2016-12-01 12:58:00
The Beatles,Blue Jay Way,2016-12-01 12:53:00
Willie Nelson,Blue Eyes Crying In The Rain,2016-12-01 12:50:00
The Jayhawks,Blue,2016-12-01 12:47:00
Joni Mitchell,Blue,2016-12-01 12:44:00
Supertramp,Bloody Well Right,2016-12-01 12:39:00
The National,Bloodbuzz Ohio,2016-12-01 12:35:00
The Smithereens,Blood & Roses,2016-12-01 12:29:00
Chemical Brothers,Block Rockin' Beats,2016-12-01 12:26:00
