Artist,Title,Air Time
Living Colour,Cult Of Personality,2018-11-29 23:40:00
Felt,Crystal Ball,2018-11-29 23:37:00
Iggy Pop,Cry For Love,2018-11-29 23:32:00
Godley & Creme,Cry,2018-11-29 23:28:00
Heaven 17,Crushed By The Wheels Of Industry,2018-11-29 23:22:00
Bruce Springsteen,Crush On You,2018-11-29 23:17:00
The Fall,Cruiser's Creek,2018-11-29 23:13:00
Bananarama,Cruel Summer,2018-11-29 23:09:00
Stevie Ray Vaughan,Crossfire,2018-11-29 23:04:00
Talking Heads,Crosseyed And Painless,2018-11-29 22:59:00
Ultramagnetic MC's,Critical Beatdown,2018-11-29 22:55:00
Jaco Pastorius,Crisis,2018-11-29 22:50:00
Joan Jett And The Blackhearts,Crimson & Clover,2018-11-29 22:45:00
Young Marble Giants,Credit In The Straight World,2018-11-29 22:42:00
Talking Heads,Creatures Of Love,2018-11-29 22:38:00
Ozzy Osbourne,Crazy Train,2018-11-29 22:32:00
Josef K,Crazy To Exist,2018-11-29 22:29:00
Queen,Crazy Little Thing Called Love,2018-11-29 22:27:00
Indigo Girls,Crazy Game,2018-11-29 22:24:00
Madonna,Crazy For You,2018-11-29 22:19:00
Pylon,Crazy,2018-11-29 22:16:00
Jesse Johnson,Crazay,2018-11-29 22:12:00
The Pastels,Crawl Babies,2018-11-29 22:07:00
Pete Townshend,Crashing By Design,2018-11-29 22:04:00
The Primitives,Crash,2018-11-29 22:02:00
A.R. Kane,Crack Up,2018-11-29 21:57:00
Bush Tetras,Cowboys In Africa,2018-11-29 21:54:00
Lyle Lovett,Cowboy Man,2018-11-29 21:50:00
Bow Wow Wow,Cowboy,2018-11-29 21:46:00
Bruce Springsteen,Cover Me,2018-11-29 21:43:00
Stevie Ray Vaughan,Couldn't Stand The Weather,2018-11-29 21:37:00
Bob Marley & The Wailers,Could You Be Loved,2018-11-29 21:33:00
Yeah Yeah Noh,Cottage Industry,2018-11-29 21:29:00
Minutemen,Corona,2018-11-29 21:26:00
Steve Earle,Copperhead Road,2018-11-29 21:21:00
Terry Cashman,Cooperstown (The Town Where Baseball Lives),2018-11-29 21:17:00
Sparks & Jane Wiedlin,Cool Places,2018-11-29 21:11:00
Paul Davis,Cool Night,2018-11-29 21:07:00
The Offs,Cool Down,2018-11-29 21:03:00
Pylon,Cool,2018-11-29 21:00:00
Prince,Controversy,2018-11-29 20:56:00
Phish,Contact,2018-11-29 20:49:00
Sting,Consider Me Gone,2018-11-29 20:45:00
Ziggy Marley,Conscious Party,2018-11-29 20:39:00
Traveling Wilburys,Congratulations,2018-11-29 20:35:00
New Order,"Confusion 12""",2018-11-29 20:27:00
Kraftwerk,Computer Love,2018-11-29 20:19:00
Prince & The Revolution,Computer Blue,2018-11-29 20:15:00
Kirsty MacColl,Complainte Pour Ste Catherine,2018-11-29 20:12:00
Todd Rundgren,Compassion,2018-11-29 20:04:00
B-52's,Communicate,2018-11-29 20:00:00
Paul McCartney,Coming Up,2018-11-29 19:56:00
Peter Tosh,Coming In Hot,2018-11-29 19:52:00
Bob Marley & The Wailers,Coming In From The Cold,2018-11-29 19:47:00
John Lennon,Come Together,2018-11-29 19:43:00
Dexy's Midnight Runners,Come On Eileen,2018-11-29 19:39:00
14 Iced Bears,Come Get Me,2018-11-29 19:35:00
Spacemen 3,Come Down Easy,2018-11-29 19:28:00
The Kinks,Come Dancing,2018-11-29 19:25:00
Paul Young,Come Back And Stay,2018-11-29 19:20:00
The J. Geils Band,Come Back,2018-11-29 19:13:00
Hoodoo Gurus,Come Anytime,2018-11-29 19:10:00
Au Pairs,Come Again,2018-11-29 19:04:00
The Replacements,Color Me Impressed,2018-11-29 19:02:00
The Godfathers,Cold Turkey,2018-11-29 18:57:00
Stevie Ray Vaughan,Cold Shot,2018-11-29 18:53:00
Paula Abdul,Cold Hearted,2018-11-29 18:49:00
Rick James,Cold Blooded,2018-11-29 18:43:00
Neil Young,Coastline,2018-11-29 18:38:00
Big Audio Dynamite,C'mon Every Beatbox,2018-11-29 18:34:00
Elvis Costello,Clubland,2018-11-29 18:30:00
Kate Bush,Cloudbusting,2018-11-29 18:24:00
George Harrison,Cloud Nine,2018-11-29 18:20:00
Soul Asylum,Closer To The Stars,2018-11-29 18:17:00
Indigo Girls,Closer To Fine,2018-11-29 18:14:00
Indigo Girls,Closer To Fine,2018-11-29 18:13:00
The Cure,Close to Me,2018-11-29 18:08:00
Art Of Noise,Close (To The Edit),2018-11-29 18:03:00
Alice Cooper,Clones (We're All),2018-11-29 18:00:00
Van Morrison,Cleaning Windows,2018-11-29 17:55:00
Descendents,Clean Sheets,2018-11-29 17:52:00
Bob Dylan,Clean Cut Kid,2018-11-29 17:45:00
Tom Waits,Clap Hands,2018-11-29 17:41:00
My Bloody Valentine,Clair,2018-11-29 17:39:00
Willie Nelson,City Of New Orleans,2018-11-29 17:32:00
Way Of The West,City For Lovers,2018-11-29 17:25:00
Siouxsie & The Banshees,Cities In Dust,2018-11-29 17:21:00
